"Date","Line state","Last drop reason","US bitrate (Kbps)","DS bitrate (Kbps)","US FEC fast","DS FEC fast","US CRC fast","DS CRC fast","US HEC fast","DS HEC fast","US FEC interleaved","DS FEC interleaved","US CRC interleaved","DS CRC interleaved","US HEC interleaved","DS HEC interleaved","US line capacity (%)","DS line capacity (%)","US noise margin (dB)","DS noise margin (dB)","US output power (dBm)","DS output power (dBm)","US attenuation (dB)","DS attenuation (dB)","US errored seconds (ES)","DS errored seconds (ES)","US severly errored seconds (SES)","DS severly errored seconds (SES)","US unavailable seconds (UAS)","DS unavailable seconds (UAS)","TX ethernet packets","RX ethernet packets"
Feb 24 05:32:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57593279,131798377
Feb 24 05:33:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,31.0,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57593449,131798693
Feb 24 05:34:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57593590,131798979
Feb 24 05:35:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,31.0,7.0,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57593746,131799304
Feb 24 05:36:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,31.0,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57593896,131799611
Feb 24 05:37:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,31.0,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57594039,131799907
Feb 24 05:38:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,31.0,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57594191,131800216
Feb 24 05:39:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,7.0,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57594332,131800493
Feb 24 05:40:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,31.0,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57594470,131800791
Feb 24 05:41:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,31.0,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57594623,131801075
Feb 24 05:42:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,7.0,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57594774,131801369
Feb 24 05:43:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,31.0,7.0,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57594912,131801640
Feb 24 05:44:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57595059,131801961
Feb 24 05:45:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,31.0,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57595209,131802275
Feb 24 05:46:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57595361,131802560
Feb 24 05:47:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,31.0,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57595495,131802873
Feb 24 05:48:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57595640,131803127
Feb 24 05:49:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.7,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57595781,131803423
Feb 24 05:50:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,31.0,7.0,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57595930,131803732
Feb 24 05:51:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,31.0,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57596079,131804035
Feb 24 05:52:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,31.0,6.8,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57596224,131804323
Feb 24 05:53:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,31.0,6.7,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57596369,131804605
Feb 24 05:54:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57596512,131804884
Feb 24 05:55:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,31.0,7.0,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57596661,131805159
Feb 24 05:56:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,31.0,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57596808,131805471
Feb 24 05:57:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,31.0,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57596950,131805754
Feb 24 05:58:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,7.0,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57597093,131806049
Feb 24 05:59:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.8,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57597243,131806361
Feb 24 06:00:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,31.0,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57597397,131806658
Feb 24 06:01:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,31.0,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57597529,131806948
Feb 24 06:02:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,31.0,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57597673,131807232
Feb 24 06:03:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57597817,131807523
Feb 24 06:04:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57597957,131807802
Feb 24 06:05:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.8,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57598110,131808111
Feb 24 06:06:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57598288,131808405
Feb 24 06:07:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,31.0,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57598432,131808732
Feb 24 06:08:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57598588,131809028
Feb 24 06:09:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57598735,131809329
Feb 24 06:10:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,31.0,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57598931,131809649
Feb 24 06:11:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,31.0,7.0,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57599095,131809953
Feb 24 06:12:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,31.0,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57599241,131810266
Feb 24 06:13:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57599385,131810578
Feb 24 06:14:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,31.0,7.0,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57599538,131810853
Feb 24 06:15:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57599681,131811116
Feb 24 06:16:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,31.0,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57599853,131811446
Feb 24 06:17:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,31.0,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57599995,131811741
Feb 24 06:18:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,7.0,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57600145,131812026
Feb 24 06:19:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,31.0,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57601467,131813961
Feb 24 06:20:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57601666,131814302
Feb 24 06:21:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57601860,131814643
Feb 24 06:22:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,31.0,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57602005,131814906
Feb 24 06:23:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57602173,131815230
Feb 24 06:24:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,31.0,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57602317,131815514
Feb 24 06:25:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57602467,131815804
Feb 24 06:26:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57602619,131816092
Feb 24 06:27:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,31.0,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57602761,131816335
Feb 24 06:28:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57602890,131816580
Feb 24 06:29:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,7.0,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57603035,131816836
Feb 24 06:30:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,31.0,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57603187,131817146
Feb 24 06:31:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57603335,131817420
Feb 24 06:32:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,31.0,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57603484,131817689
Feb 24 06:33:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57603629,131817980
Feb 24 06:34:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,31.0,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57603816,131818282
Feb 24 06:35:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57604328,131818979
Feb 24 06:36:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,31.0,6.8,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57604475,131819281
Feb 24 06:37:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57604617,131819552
Feb 24 06:38:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57604765,131819837
Feb 24 06:39:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,31.0,6.8,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57604907,131820131
Feb 24 06:40:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,31.0,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57605062,131820385
Feb 24 06:41:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,31.0,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57605210,131820630
Feb 24 06:42:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,31.0,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57605339,131820891
Feb 24 06:43:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57605488,131821160
Feb 24 06:44:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,31.0,7.0,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57605639,131821406
Feb 24 06:45:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,31.0,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57605784,131821694
Feb 24 06:46:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,31.0,6.8,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57605928,131821947
Feb 24 06:47:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,31.0,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57606073,131822170
Feb 24 06:48:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57606222,131822479
Feb 24 06:49:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,31.0,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57606364,131822732
Feb 24 06:50:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57606524,131822987
Feb 24 06:51:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,31.0,7.0,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57606666,131823233
Feb 24 06:52:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57606880,131823606
Feb 24 06:53:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57607348,131824150
Feb 24 06:54:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,31.0,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57607487,131824393
Feb 24 06:55:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57607641,131824667
Feb 24 06:56:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,31.0,7.0,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57607835,131824980
Feb 24 06:57:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,7.0,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57608002,131825270
Feb 24 06:58:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,31.0,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57608146,131825544
Feb 24 06:59:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57608292,131825800
Feb 24 07:00:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57608448,131826074
Feb 24 07:01:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,31.0,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57608597,131826331
Feb 24 07:02:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57608747,131826618
Feb 24 07:03:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,31.0,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57608894,131826856
Feb 24 07:04:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57609032,131827092
Feb 24 07:05:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57609193,131827379
Feb 24 07:06:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,31.0,7.0,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57609333,131827645
Feb 24 07:07:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.8,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57609468,131827903
Feb 24 07:08:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.8,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57609612,131828168
Feb 24 07:09:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57609758,131828407
Feb 24 07:10:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57609984,131828750
Feb 24 07:11:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,31.0,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57610141,131829052
Feb 24 07:12:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57610300,131829338
Feb 24 07:13:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57610445,131829598
Feb 24 07:14:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57610590,131829842
Feb 24 07:15:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57610744,131830133
Feb 24 07:16:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,31.0,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57610888,131830364
Feb 24 07:17:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.8,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57611035,131830625
Feb 24 07:18:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57611180,131830928
Feb 24 07:19:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57611328,131831170
Feb 24 07:20:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,7.0,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57611487,131831442
Feb 24 07:21:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57611622,131831679
Feb 24 07:22:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57611760,131831931
Feb 24 07:23:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57611909,131832175
Feb 24 07:24:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,31.0,7.0,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57612050,131832419
Feb 24 07:25:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57612201,131832684
Feb 24 07:26:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,31.0,7.0,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57612349,131832948
Feb 24 07:27:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57612534,131833238
Feb 24 07:28:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57613296,131834195
Feb 24 07:29:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57614419,131835351
Feb 24 07:30:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57621643,131840113
Feb 24 07:31:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,31.0,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57621793,131840414
Feb 24 07:32:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57621961,131840720
Feb 24 07:33:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,31.0,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57622112,131840979
Feb 24 07:34:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57622454,131841473
Feb 24 07:35:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57622683,131841868
Feb 24 07:36:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57622922,131842216
Feb 24 07:37:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57623389,131842827
Feb 24 07:38:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,31.0,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57623938,131843849
Feb 24 07:39:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57624717,131847087
Feb 24 07:40:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,31.0,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57624878,131847393
Feb 24 07:41:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57625285,131848859
Feb 24 07:42:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57625939,131850054
Feb 24 07:43:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57626168,131850389
Feb 24 07:44:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57626332,131850677
Feb 24 07:45:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,31.0,7.0,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57626515,131850980
Feb 24 07:46:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57626676,131851283
Feb 24 07:47:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57626815,131851568
Feb 24 07:48:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57626955,131851816
Feb 24 07:49:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57627104,131852074
Feb 24 07:50:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57627268,131852338
Feb 24 07:51:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57627487,131852635
Feb 24 07:52:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,31.0,6.8,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57627632,131852887
Feb 24 07:53:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57627818,131853185
Feb 24 07:54:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,30.9,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57627951,131853428
Feb 24 07:55:25,3,0,8191,100013,0,0,0,14609,0,0,0,0,0,0,0,0,100,100,31.0,6.9,0.1,14.2,0.0,5.4,0,64,0,11,18,18,57628115,131853678
